OWNER;NAME;CONTEXTS
secsy;goftp;[["goftp", "aim", "high-level", "ftp", "client", "take", "advantage", "useful", "ftp", "feature", "support", "server"], ["notable", "package", "highlight"], ["please", "see", "godocs", "detail", "example"], ["pull", "request", "feature", "request", "welcome", "case", "former", "better", "add", "test"], ["run", "test", "windows", "support_NEG", "root_NEG", "goftp_NEG", "directory_NEG", "downloads_NEG", "compile_NEG", "pure-ftpd_NEG", "proftpd_NEG", "root_NEG", "goftp_NEG", "directory_NEG"]]
segmentio;encoding;[["go", "package", "contain", "implementation", "encoders", "decoder", "various", "data", "format"]]
segmentio;stats;[["go", "package", "abstract", "stats", "collection"]]
seiflotfy;cuckoofilter;'[["cuckoo", "filter", "bloom", "filter", "replacement", "approximated", "set-membership", "query", "bloom", "filter", "well-known", "space-efficient", "data", "structure", "serve", "query", "like", "item", "x", "set", "support_NEG", "deletion_NEG", "variance", "enable", "deletion", "like", "count", "bloom", "filter", "usually", "require", "much", "space"], ["cuckoo", "lters", "provide", "exibility", "add", "remove", "item", "dynamically", "cuckoo", "filter", "base", "cuckoo", "hashing", "therefore", "name", "cuckoo", "filter", "essentially", "cuckoo", "hash", "table", "store", "key''s", "fingerprint", "cuckoo", "hash", "table", "highly", "compact", "thus", "cuckoo", "filter", "could", "use", "less", "space", "conventional", "bloom", "lters", "application", "require", "low", "false", "positive", "rate"], ["detail", "algorithm", "citation", "please", "use", "article"], ["cuckoo", "filter", "good", "bloom", "bin", "fan", "dave", "andersen", "michael", "kaminsky"]]'
semrush;zenrpc;[["zenrpc", "json-rpc", "server", "library", "service", "map", "description", "support", "build", "top", "go", "generate", "instead", "reflection"]]
sendgrid;go-gmime;[["project", "binding", "c-based", "gmime", "library", "golang"]]
servicebinding;spec;[["today", "kubernetes", "exposure", "secret", "connect", "application", "workload", "external", "service", "rest", "apis", "database", "event", "bus", "many", "manual", "bespoke", "service", "provider", "suggest", "different", "way", "access", "secret", "application", "developer", "consume", "secret", "way", "specific", "workload", "good", "deal", "value", "flexibility", "large", "development", "team", "lose", "overall", "velocity", "deal", "unique", "solution", "combat", "see", "teams", "adopt", "internal", "pattern", "achieve", "workload-to-service", "linkage"], ["specification", "aim", "create", "kubernetes-wide", "specification", "communicate", "service", "secret", "workload", "consistent", "way", "aim", "create", "widely", "applicable", "mechanism", "without", "exclude", "strategy", "system", "fit_NEG", "easily_NEG", "benefit", "kubernetes-wide", "specification", "actor", "ecosystem", "work", "towards", "clearly", "define", "abstraction", "edge", "expertise", "depend", "party", "complete", "chain"], ["pattern", "service", "binding", "prior", "art", "non-kubernetes", "platform", "heroku", "pioneer", "model", "add-on", "cloud", "foundry", "adopt", "similar", "idea", "service", "open", "source", "project", "like", "open", "service", "broker", "aim", "help", "pattern", "non-kubernetes", "platform", "kubernetes", "ecosystem", "cncf", "sandbox", "cloud", "native", "buildpacks", "project", "propose", "buildpack-specific", "specification", "exclusively", "address", "application", "developer", "portion", "pattern"]]
servicemeshinterface;smi-sdk-go;[["kubernetes", "client", "implementation", "smi"]]
SevereCloud;vksdk;[["vk", "sdk", "golang", "ready", "implementation", "main", "vk", "api", "function", "go"]]
sevlyar;go-daemon;[["library", "write", "system", "daemon", "go"], ["support", "unix-based", "window", "support_NEG", "library", "test", "linux", "osx", "ability", "test", "library", "platform", "give", "feedback", "please", "#26"], ["please", "feel", "free", "send", "bug", "report", "fix", "many", "thanks", "contributor"]]
Shelnutt2;db2struct;'[["db2struct", "package", "produce", "usable", "golang", "struct", "give", "database", "table", "use", "go", "file"], ["read", "detail", "database", "column", "structure", "db2struct", "generate", "go", "compatible", "struct", "type", "required", "column", "name", "data", "type", "annotation"], ["generate", "datatypes", "include", "support", "nullable", "column", "sql.nullx", "type", "guregu", "null", "x", "type", "expect", "basic", "built", "go", "type"], ["db2struct", "base", "inspire", "work", "chimeracoder''s", "gojson", "package", "gojson"]]'
shogo82148;go-sql-proxy;[["proxy", "package", "proxy", "driver", "database", "sql", "package", "hook", "sql", "execution", "support", "go", "last"]]
simeji;jid;[["json", "incremental", "digger"], ["simple", "tool", "drill", "json", "interactively", "use", "filter", "query", "like", "jq"], ["suggestion", "auto", "completion", "tool", "provide", "comfortable", "json", "drill"]]
Simi-Paxleal-J;GO-Workshop;[["comprehensive", "introduction", "real-world", "go", "use", "hands-on", "exercise"]]
skupperproject;skupper;[["skupper", "enable", "cloud", "communication", "enable", "create", "virtual", "application", "network"], ["application", "layer", "network", "decouples", "address", "underlying", "network", "infrastructure", "enable", "secure", "communication", "without", "vpn"], ["use", "skupper", "create", "network", "namespaces", "one", "kubernetes", "cluster", "describe", "get", "start", "guide", "describe", "simple", "network", "however", "restriction_NEG", "topology_NEG", "create_NEG", "include_NEG", "redundant_NEG", "path_NEG"], ["connect", "one", "skupper", "site", "another", "site", "enable", "communication", "way", "communication", "occur", "use", "path", "available", "network", "direct", "connection", "require_NEG", "enable_NEG", "communication_NEG"], ["skupper", "support", "anycast", "multicast", "communication", "use", "application", "layer", "network", "van", "allow", "configure", "topology", "match", "business", "requirement"], ["skupper", "require_NEG", "special_NEG", "privilege_NEG", "require_NEG", "cluster-admin_NEG", "role_NEG", "create_NEG", "network_NEG"], ["skupper", "use", "skupper", "router", "project", "release", "apache", "license"]]
sky-uk;osprey;[["client", "service", "provide", "oidc", "access", "kubernetes", "cluster"], ["client", "provide", "user", "login", "command", "request", "username", "password", "forward", "service", "service", "forward", "credential", "openid", "connect", "provider", "oidc", "authenticate", "user", "return", "jwt", "token", "user", "detail", "token", "along", "additional", "cluster", "information", "use", "generate", "kubectl", "configuration", "use", "access", "kubernetes", "cluster"], ["implementation", "rely", "one", "specific", "configuration", "detail", "oidc", "provider", "skipapprovalscreen", "true", "eliminate", "intermediate", "step", "require", "client", "explicitly", "approve", "requested", "grant", "token", "provide", "target", "provider", "support_NEG", "feature_NEG", "additional_NEG", "work_NEG", "require_NEG", "handle_NEG", "approval_NEG"], ["azure", "configure", "oidc", "provider", "user", "login", "command", "generate", "link", "visit", "user", "must", "open", "browser", "order", "authenticate", "upon", "successful", "login", "browser", "send", "request", "local", "endpoint", "serve", "osprey", "application", "information", "contain", "request", "able", "request", "jwt", "token", "behalf"]]
softlayer;softlayer-go;[["official", "complete", "softlayer", "api", "client", "golang", "go", "programming", "language"]]
soheilhy;cmux;[["cmux", "generic", "go", "library", "multiplex", "connection", "base", "payload", "use", "cmux", "serve", "grpc", "ssh", "http", "http", "go", "rpc", "pretty", "much", "protocol", "tcp", "listener"]]
spacemonkeygo;dbx;[["dbx", "tool", "generate", "database", "schema", "code", "operate", "currently", "generate", "go", "binding", "postgres", "sqlite", "fairly", "straightforward", "add", "database", "language", "target"]]
spacemonkeygo;monkit;[["package", "monkit", "flexible", "code", "instrumenting", "data", "collection", "library"], ["software", "hard", "like", "really", "hard", "bad", "sometimes", "feel", "like", "construct", "field", "whole", "point", "see", "tangled", "get", "see", "get", "tangle", "try", "get", "untangled"], ["many", "software", "engineering", "team", "come", "realize", "slow", "others", "collect", "data", "time", "system", "function", "super", "power", "cannot", "turn", "back", "team", "call", "telemetry", "observability", "describe", "basically", "subcomponents", "distributed", "tracing", "time-series", "data", "even", "metric", "call", "monitoring", "geez", "suppose", "trend", "continue", "want", "first", "step", "open", "thesaurus", "pick", "unused", "term"], ["tell_NEG", "whole_NEG", "platform_NEG", "instead", "explain", "redesign", "go", "library", "instrument", "go", "program", "rather", "quietly", "launch", "year", "ago", "already", "use", "version", "old", "library", "sorry", "rewrite", "scratch", "rename", "monkit", "one", "one", "well", "switch"], ["go", "try", "sell", "fast", "library"]]
spacemonkeygo;openssl;[["please", "see", "info"], ["copyright", "c", "see", "author"], ["license", "apache", "license", "version", "license", "may", "use_NEG", "file_NEG", "except_NEG", "compliance_NEG", "license_NEG", "may", "obtain", "copy", "license"], ["unless", "require", "applicable", "law", "agree", "writing", "software", "distribute", "license", "distribute", "basis", "without", "warranty", "condition", "kind", "either", "express", "imply", "see", "license", "specific", "language", "governing", "permission", "limitation", "license"]]
spaolacci;murmur3;'[["native", "go", "implementation", "austin", "appleby''s", "third", "murmurhash", "revision", "aka", "murmurhash"], ["reference", "algorithm", "slightly", "hack", "support", "stream", "mode", "require", "go''s", "standard", "hash", "interface"]]'
splunk;splunk-operator;[["splunk", "operator", "kubernetes", "sok", "make", "easy", "splunk", "administrator", "deploy", "operate", "enterprise", "deployment", "kubernetes", "infrastructure", "package", "container", "use", "operator", "pattern", "manage", "splunk-specific", "custom", "resource", "follow", "best", "practice", "manage", "underlie", "kubernetes", "object"], ["repository", "use", "build", "splunk", "operator", "kubernetes", "sok", "look", "documentation", "deploy", "use", "late", "release", "please", "see", "get", "started", "documentation"]]
sqshq;sampler;[["sampler", "tool", "command", "execution", "visualization", "alerting", "configure", "simple", "yaml", "file"]]
square;squalor;[["squalor", "library", "sql", "utility", "marshalling", "unmarshalling", "model", "structs", "table", "row", "programmatic", "construction", "sql", "statement", "combination", "functionality", "orm-like", "library", "gorp", "sql", "utility", "library", "sqlx", "sql", "construction", "library", "sqlbuilder", "squalor", "help", "ensure", "program", "contain_NEG", "sql_NEG", "injection_NEG", "sqli_NEG", "bug_NEG"]]
sselph;scraper;[["auto-scraper", "emulationstation", "write", "go", "use", "hash", "currently", "work", "ne", "snes", "n64", "gb", "gbc", "gba", "md", "sm", "32x", "gg", "pce", "a2600", "lnx", "mame", "fba", "see", "dreamcast", "bin", "gdi", "psx", "bin", "cue", "scummvm", "segacd", "wonderswan", "wonderswan", "color", "rom"]]
StackExchange;wmi;[["package", "wmi", "provide", "wql", "interface", "windows", "wmi"], ["note", "interfaces", "wmi", "local", "machine", "therefore", "run", "window"], ["note", "project", "longer_NEG", "actively_NEG", "maintain_NEG"], ["recommend", "refer", "fork"]]
stephens2424;php;[["archive", "project", "support", "php", "never", "mature_NEG", "beyond_NEG", "basic_NEG", "parser_NEG", "ast_NEG", "visualizer_NEG", "since", "lose", "interest", "fall", "disrepair", "beyond", "conventional", "bug"], ["parser", "php", "write", "go"], ["see", "post", "introduction"]]
strava;go.strava;[["go.strava", "provide", "complete", "include", "upload", "wrapper", "library", "strava", "v3", "api", "structs", "define", "basic", "type", "athlete", "activity", "leaderboards", "function", "provide", "fetch", "value"], ["please", "note", "every", "effort", "make", "keep", "api", "documentation", "date", "however", "package", "may", "lag", "behind", "impact", "development", "please", "file", "issue", "address", "soon", "possible"], ["find", "new", "strava", "v3", "api", "generate", "go", "client", "follow", "client", "code", "section", "repository", "longer_NEG", "get_NEG", "update_NEG", "may_NEG", "remove_NEG", "near_NEG", "future_NEG"], ["official", "strava", "api", "documentation"]]
studio-b12;gowebdav;[["golang", "webdav", "client", "library"]]
tarm;serial;[["go", "package", "allow", "read", "write", "serial", "port", "stream", "byte"]]
tcncloud;protoc-gen-persist;[["protobuf", "plugin", "generate", "persistence", "layer", "back", "sql", "spanner", "database"]]
tdewolff;parse;[["package", "contain", "several", "lexers", "parser", "write", "go", "subpackages", "build", "stream", "high", "performance", "accordance", "official", "late", "specification"], ["lexers", "implement", "use", "buffer.lexer", "parser", "work", "top", "lexers", "subpackages", "hash", "define", "use", "hasher", "speed", "common", "byte-slice", "comparison"]]
teamhephy;router;[["deis", "pronounced", "day-iss", "workflow", "open", "source", "platform", "service", "paas", "add", "developer-friendly", "layer", "kubernetes", "cluster", "make", "easy", "deploy", "manage", "application", "server"], ["welcome", "input", "feedback", "please", "submit", "issue", "would", "like", "participate", "development", "please", "read", "development", "section", "submit", "pull", "request"], ["deis", "router", "handle", "ingres", "routing", "http", "traffic", "bound", "deis", "workflow", "controller", "api", "application", "component", "kubernetes", "native", "intend", "use", "deis", "workflow", "paas", "flexible", "enough", "use", "standalone", "inside", "kubernetes", "cluster"], ["deis", "project", "welcome", "contribution", "developer", "high", "level", "process", "development", "match", "many", "open", "source", "project", "see", "outline"]]
tencentyun;cos-go-sdk-v5;[["co", "cloud", "object", "storage", "go", "sdkapi", "v5", "xml", "api"]]
tendermint;go-amino;[["software", "implement", "go", "binding", "amino", "encode", "protocol"], ["amino", "object", "encoding", "specification", "subset", "proto", "extension", "interface", "support", "see", "proto", "spec", "information", "proto", "amino", "largely", "compatible", "proto_NEG", "2_NEG"], ["goal", "amino", "encode", "protocol", "bring", "parity", "logic", "object", "persistence", "object"], ["disclaimer", "still", "build", "ecosystem", "currently", "develop", "go", "amino", "go_NEG", "would_NEG", "like_NEG", "contribute_NEG", "create_NEG", "support_NEG", "library_NEG", "various_NEG", "language_NEG", "scratch_NEG", "adapt_NEG", "exist_NEG", "protobuf_NEG", "3_NEG", "library_NEG", "please_NEG", "open_NEG", "issue_NEG", "github_NEG"]]
tendermint;tm-db;[["common", "database", "interface", "various", "database", "backends", "primarily", "mean", "application", "build", "tendermint", "cosmos", "sdk", "use", "independently", "well"]]
teralytics;prometheus-ecs-discovery;[["prometheus", "native", "amazon", "ec2", "discovery", "capability", "capacity_NEG", "discover_NEG", "ecs_NEG", "instance_NEG", "scrap_NEG", "prometheus_NEG", "program", "prometheus", "file", "service", "discovery", "file_sd_config", "integration", "bridge", "say", "gap"]]
terra-farm;terraform-provider-xenorchestra;[["terraform", "provider", "xen", "orchestra"]]
TestRunnerSRL;bizhawk-co-op;[["bizhawk-co-op", "lua", "script", "bizhawk", "allow", "two", "people", "play", "co-op", "experience", "share", "inventory", "ammo", "hp", "network", "work", "vanilla", "version", "game", "also", "randomizers"]]
tetratelabs;proxy-wasm-go-sdk;[["go", "sdk", "proxy-wasm", "enable", "developer", "write", "proxy-wasm", "plugins", "go", "sdk", "power", "tinygo", "support_NEG", "official_NEG", "go_NEG", "compiler_NEG"]]
ThalesIgnite;crypto11;[["implementation", "standard", "golang", "crypto", "interface", "use", "pkcs", "#11", "backend", "supported", "feature"], ["signing", "crypto.signer", "interface", "decryption", "crypto.decrypter"], ["verify", "signature", "encrypt", "message", "retrieve", "public", "key", "software"], ["see", "documentation", "detail", "various", "limitation", "especially", "regard", "symmetric", "crypto"], ["since", "v1", "crypto", "require", "go", "v1", "install", "library", "run"], ["crypto", "library", "need", "configure", "information", "pkcs", "#11", "installation", "either", "programmatically", "see", "config", "struct", "documentation", "via", "configuration", "file", "configuration", "file", "json", "representation", "config", "struct"], ["minimal", "configuration", "file", "look", "like"]]
TheAlgorithms;Go;[["repository", "collection", "open-source", "implementation", "variety", "algorithm", "implement", "go", "license", "mit", "license"], ["read", "contribution", "guideline", "contribute"]]
thejerf;suture;[["suture", "provide", "erlang-ish", "supervisor", "tree", "go", "supervisor", "tree", "sutree", "suture", "hold", "code", "together", "try", "die"], ["read", "pkg.go.dev", "visit", "v4", "doc"], ["intend", "deal", "gracefully", "real", "failure", "case", "occur", "supervision", "tree", "burn", "cpu", "time", "endlessly", "restart", "dead", "service", "also", "make", "unnecessary_NEG", "demand_NEG", "service_NEG", "code_NEG", "provide_NEG", "hook_NEG", "perform_NEG", "adequate_NEG", "log_NEG", "production_NEG", "environment_NEG"], ["blog", "post", "describe", "design", "decision", "available"], ["module", "fairly", "fully", "cover", "godoc", "include", "example", "usage", "everything", "else", "might", "expect", "readme.md", "github", "dry"], ["v3", "exist", "go", "module", "support", "documentation", "also", "available"]]
thoas;go-funk;[["alt", "build", "status", "target"], ["alt", "godoc", "target"], ["alt", "go", "report", "target"], ["go-funk", "modern", "go", "library", "base", "reflect"], ["generic", "helper", "rely", "reflect", "careful", "code", "run", "exclusively", "runtime", "must", "good", "test", "suite"], ["helper", "start", "experiment", "learn", "reflect", "may", "look", "like", "lodash", "aspect", "roadmap", "lodash", "awesome", "library", "lot", "work", "behind", "feature", "include", "go-funk", "come", "internal", "use", "case"], ["also", "find", "typesafe", "implementation", "godoc"]]
thomseddon;traefik-forward-auth;[["minimal", "forward", "authentication", "service", "provide", "oauth", "sso", "login", "authentication", "traefik", "reverse", "proxy", "load", "balancer"]]
tidb-incubator;cherry-bot;[["cherry", "bot", "bot", "help", "automate", "work", "github"]]
timescale;outflux;[["repo", "contain", "code", "export", "complete", "influxdb", "database", "select", "measurement", "timescaledb"]]
timshannon;bolthold;[["bolthold", "simple", "querying", "index", "layer", "top", "bolt", "db", "instance", "similar", "library", "build", "badger", "see", "badgerhold"], ["goal", "create", "simple", "high", "level", "interface", "top", "bolt", "db", "simplify", "deal", "go", "type", "find", "data", "expose", "underlie", "bolt", "db", "customize", "wish", "default", "encoding", "use", "gob", "feel", "free", "use", "gobencoder", "decoder", "interface", "fast", "serialization", "alternately", "use", "serialization", "want", "supply", "encode", "decode", "funcs", "option", "struct", "open"], ["one", "go", "type", "one", "bucket", "multiple", "index", "bucket", "boltdb", "file", "store", "multiple", "go", "type", "database"]]
tinvyhx;rog-go;[["automatically", "export", "code.google.com/p/rog-go"]]
tomnomnom;meg;[["meg", "tool", "fetch", "lot", "url", "still", "nice", "server"], ["use", "fetch", "many", "path", "many", "host", "fetch", "one", "path", "host", "move", "next", "path", "repeating"], ["get", "lot", "result", "quickly", "non", "individual", "host", "get", "flood", "traffic"]]
tsoding;snitch;[["simple", "tool", "collect", "todos", "source", "code", "report", "github", "issue"]]
tsuna;gohbase;[["pure", "go", "client", "hbase"], ["current", "status", "beta"]]
ttacon;libphonenumber;'[["golang", "port", "google''s", "libphonenumber"], ["library", "fully", "stable", "use", "production", "several", "company"], ["super", "simple", "use"]]'
tuenti;secrets-manager;[["tool", "keep", "kubernetes", "secret", "sync", "vault"], ["lot", "company", "use", "vault", "secret", "store", "backend", "multiple", "kind", "secret", "different", "purpose", "kubernetes", "bring", "nice", "secret", "api", "mean", "two", "different", "source", "truth", "secret"], ["secrets-manager", "try", "solve", "read", "secret", "vault", "compare", "kubernetes", "secret", "create", "update", "vault"], ["secrets-manager", "login", "vault", "use", "approle", "credential", "start", "reconciliation", "loop", "watch", "change", "secretsdefinition", "object", "background", "run", "two", "main", "operation"]]
tulir;mautrix-whatsapp;[["matrix-whatsapp", "puppeting", "bridge", "base", "whatsmeow"]]
twitchscience;kinsumer;[["native", "go", "consumer", "aws", "kinesis", "stream"]]
tyler-sommer;stick;[["go", "language", "port", "twig", "templating", "engine"]]
TylerBrock;saw;[["saw", "multi-purpose", "tool", "aws", "cloudwatch", "log"]]
uber-go;config;[["convenient", "injection-friendly", "yaml", "configuration"]]
uber-go;fx;[["fx", "dependency", "injection", "system", "go"], ["see", "doc", "get", "start", "learn", "fx"]]
uber-go;sally;[["tiny", "http", "server", "support", "custom", "golang", "import", "path"]]
uber-go;tally;[["fast", "buffer", "hierarchical", "stats", "collection", "go"]]
ubuntu;ubuntu-report;[["report", "hardware", "collected", "metric", "like", "installer", "upgrade", "information"], ["information", "cannot", "use", "identify", "single", "machine", "present", "send", "server"], ["apis", "go", "c"]]
ulikunitz;xz;[["go", "language", "package", "support", "reading", "writing", "xz", "compress", "stream", "include", "also", "gxz", "command", "compress", "decompress", "data", "package", "completely", "write", "go", "dependency_NEG", "c_NEG", "code_NEG"], ["package", "currently", "development", "might", "bug", "apis", "consider_NEG", "stable_NEG", "time", "package", "cannot", "compete", "xz", "tool", "regard", "compression", "speed", "size", "algorithm", "develop", "long", "time", "highly", "optimize", "however", "number", "improvement", "plan", "optimistic", "parallel", "compression", "decompression", "stay", "tune"]]
unixporn;trup;[["discord", "bot", "unixporn", "community"], ["clone", "repository", "create", "file", "call", "env", "contain", "necessary", "environment", "variable", "show", "env.example", "project", "root"], ["afterwards", "initialize", "docker", "service", "run"], ["need_NEG", "use_NEG", "nix_NEG"]]
unknwon;go-fundamental-programming;[["go", "go", "array", "slice", "map", "function", "struct", "method", "interface", "reflection", "concurrency"], ["cc", "by-sa", "license", "bsd", "clause", "license", "bsd"]]
unrolled;render;[["render", "package", "provide", "functionality", "easily", "render", "json", "xml", "text", "binary", "data", "html", "template"]]
upper;db;[["upper", "db", "productive", "data", "access", "layer", "dal", "go", "provide", "agnostic", "tool", "work", "different", "data", "source"], ["see", "upper.io/v4", "documentation", "code", "sample"]]
urfave;negroni;[["notice", "library", "formerly", "know", "github.com/codegangsta/negroni", "github", "automatically", "redirect", "request", "repository", "recommend", "update", "reference", "clarity"], ["negroni", "idiomatic", "approach", "web", "middleware", "go", "tiny", "non-intrusive", "encourage", "use", "net", "http", "handler"], ["like", "idea", "martini", "think", "contain", "much", "magic", "negroni", "great", "fit"], ["language", "translation", "deutsch", "de_de", "portugus", "brasileiro", "pt_br", "zh_cn", "zh_tw", "ja_jp", "franais", "fr_fr", "ko_kr"]]
valyala;quicktemplate;[["fast", "powerful", "yet", "easy", "use", "template", "engine", "go", "inspire", "mako", "templates", "philosophy"], ["quicktemplate", "20x", "fast", "html", "template", "following", "simple", "template", "use", "benchmark"], ["gotemplatebenchmark", "compare", "quicktemplate", "numerous", "go", "templating", "package", "quicktemplate", "performs", "favorably"], ["first", "install", "quicktemplate", "package", "quicktemplate", "compiler", "qtc"], ["use", "go", "generate", "need", "put", "follow", "main.go"], ["important", "please", "specify", "folder", "dir", "generate", "template", "file"], ["let", "u", "start", "minimal", "template", "example"], ["save", "file", "templates", "folder", "name", "hello.qtpl", "run", "qtc", "inside", "folder"], ["everything", "go", "ok", "hello.qtpl.go", "file", "appear", "template", "folder", "file", "contain", "go", "code", "hello.qtpl", "let", "u", "use"], ["create", "file", "main.go", "outside", "template", "folder", "put", "following", "code"], ["issue", "go", "run", "everything", "go", "ok", "see", "something", "like"], ["let", "u", "create", "complex", "template", "call", "template", "function", "contains", "loop", "condition", "break", "continue", "return", "put", "following", "template", "template", "greetings.qtpl"], ["run", "qtc", "inside", "template", "folder", "folder", "contain", "two", "file", "go", "code", "hello.qtpl.go", "greetings.qtpl.go", "file", "form", "single", "template", "go", "package", "template", "function", "template", "stuff", "share", "template", "file", "locate", "folder", "hello", "template", "function", "may", "use", "inside", "greetings.qtpl", "define", "hello.qtpl", "moreover", "folder", "may", "contain", "ordinary", "go", "file", "content", "may", "use", "inside", "template", "vice", "versa", "package", "name", "inside", "template", "file", "may", "overriden", "package", "packagename"], ["put", "following", "code", "main.go"], ["careful", "reader", "may", "notice", "different", "output", "tag", "use", "template", "name", "hello", "name", "difference", "x", "use", "print", "html-safe", "string", "f", "use", "embed", "template", "function", "call", "quicktemplate", "support", "also", "output", "tag"], ["output", "tags", "except", "f", "produce", "html-safe", "output", "e", "escape", "etc", "want_NEG", "html-safe_NEG", "output_NEG", "put_NEG", "tag_NEG", "example", "h1", "escape_NEG"], ["may", "notice", "f", "f", "produce", "output", "func", "f", "first", "one", "optimize", "speed", "avoid", "memory", "allocation", "copy", "therefore", "recommended", "stick", "embed", "template", "function", "call"], ["additionally", "following", "extension", "support", "f"], ["output", "tag", "except", "f", "family", "may", "contain", "arbitrary", "valid", "go", "expression", "instead", "identifier", "example"], ["useful", "tag", "support", "quicktemplate"], ["main", "quicktemplate", "purpose", "generate", "html", "may", "use", "generate", "data", "example", "json", "xml", "marshalling", "may", "easily", "implement", "quicktemplate"], ["usually", "marshal", "build", "quicktemplate", "work", "faster", "marshalling", "implement", "via", "standard", "encode", "json", "encode", "xml", "see", "corresponding", "benchmark", "result"], ["yes", "see", "issue", "detail", "use", "jetbrains", "product", "syntax", "highlighting", "autocomplete", "cd", "jetbrains", "setting", "directory", "mkdir", "p", "filetypes", "cd", "filetypes", "curl", "quicktemplate.xml", "restart", "ide"], ["try", "explore", "question"]]
vanng822;go-solr;[["solr", "v4", "require", "v4", "want", "use", "supported", "feature"], ["please", "go", "write", "solr", "query"]]
varlink;go;[["implementation", "varlink", "protocol", "golang", "implementation", "varlink", "cli", "tool", "golang", "find"]]
varusan;stretcher;[["deployment", "tool", "consul", "serf", "event"]]
vbauerster;mpb;[["mpb", "go", "lib", "render", "progress", "bar", "terminal", "application"]]
vdobler;chart;[["basic", "chart", "go"], ["package", "focus", "autoscaling", "error", "bar", "logarithmic", "plot", "beautifull", "marketing", "ready", "chart"]]
