OWNER;NAME;CONTEXTS
puppetlabs;homebrew-puppet;[["tap", "puppet", "macos", "package"]]
puppetlabs;rubocop-i18n;[["set", "cop", "detect", "string", "need", "i18n", "decoration", "project"], ["support", "following", "framework", "style"]]
puppetlabs;vmfloaty;'[["cli", "helper", "tool", "puppet''s", "vmpooler", "help", "stay", "afloat"]]'
PX4;homebrew-px4;[["px4", "relate", "homebrew", "formula", "developer", "use", "x", "formula", "contain", "compiler", "require", "embedded", "target", "simulation", "engine", "use", "software-in-the-loop"]]
pyromaniac;active;[["activedata", "activemodel-based", "front-end", "data", "might", "need", "use", "following", "case"]]
pythonicrubyist;creek;[["creek", "ruby", "gem", "provide", "fast", "simple", "efficient", "method", "parse", "large", "excel", "xlsx", "xlsm", "file"]]
qcam;3llo;[["3llo", "allows", "work", "trello", "without", "exit", "favorite", "terminal"], ["3llo", "inspire", "awesome", "rainbowstream", "facy"]]
qoobaa;vcard;[["vcard", "gem", "extract", "vcard", "support", "vpim", "gem"]]
qrush;m;[["stand", "metal", "good", "test", "unit", "minitest", "test", "runner", "run", "test", "line", "number"], ["use", "bundler", "need", "include", "gemfile", "toss", "test", "group"], ["develop", "rubygem", "add", "development", "dependency"], ["work", "ruby", "2.0+", "support", "provide", "version", "currently", "maintain", "community"], ["basically", "sick", "use", "n", "flag", "grab", "one", "test", "run", "instead", "prefer", "rspecs", "test", "runner", "allow", "test", "run", "line", "number"], ["run", "test", "line", "number", "use", "format", "test_file", "line_number_of_test"], ["hit", "wrong", "line", "number", "problem_NEG", "help_NEG"], ["want", "run", "whole", "test", "leave", "line", "number"], ["want", "run", "test", "directory", "well", "subdirectory", "use", "r", "flag"], ["need", "pass", "option", "actual", "runner", "also", "support"], ["ensure", "use", "option", "otherwise", "get", "invalid", "option", "error", "also", "extra", "option", "always", "last", "argument"], ["work", "ruby", "test", "framework"]]
QueueClassic;queue;[["simple", "efficient", "worker", "queue", "ruby", "postgresql"], ["something", "like", "resque", "two", "reason"], ["important", "note", "readme", "represent", "current", "work", "queue_classic", "generally", "pending", "next", "version"], ["always", "find", "late", "previous", "release"]]
rack;rack-contrib;'[["package", "include", "variety", "add-on", "component", "rack", "ruby", "web", "server", "interface"], ["git", "quick", "way", "rack-contrib", "source"], ["require", "rack", "contrib", "add", "autoloads", "rack", "module", "component", "include", "following", "example", "show", "simple", "rackup", "config.ru", "file", "might", "look", "like"], ["package", "semver", "compliant", "use", "pessimistic", "version", "constraint", "relevant", "x", "version", "gem"], ["version", "rack-contrib", "compatible", "rack", "x", "use", "rack", "x", "need", "use", "rack-contrib", "x", "suitable", "pessimistic", "version", "constraint", "recommend"], ["contribute", "project", "begin", "clone", "repo", "instal", "necessary", "gem"], ["run", "entire", "test", "suite", "run"], ["run", "specific", "component''s", "test", "run"], ["work", "ruby", "problem", "ruby", "x"], ["todo", "instruction", "x", "include", "bundler"], ["criterion", "middleware", "include", "project", "roughly", "follow", "pattern", "common", "provide", "reference", "implementation", "project", "reinvent_NEG", "wheel_NEG", "pattern", "useful", "interesting", "provide", "well-done", "implementation", "middleware", "fit", "code", "file", "relatively", "small", "currently", "middleware", "project", "loc", "middleware", "dependency_NEG", "rack_NEG", "ruby_NEG", "standard_NEG", "library_NEG"], ["criterion", "introduce", "several", "year", "start", "project", "include", "middleware", "may", "meet_NEG", "particular", "several", "middleware", "external", "dependency", "possible", "future", "release", "rack-contrib", "middleware", "external", "depencies", "remove", "project"], ["submit", "code", "keep", "criterion", "mind", "also", "see", "code", "guideline", "contributing.md"]]'
radar;by;[["bystar", "by_", "allow", "easily", "reliably", "query", "activerecord", "mongoid", "object", "base", "time"]]
radar;humanize;[["convert", "number", "string"], ["way", "digit", "number"], ["deal", "number", "large", "digit", "accept", "patch", "word", "list", "source", "wordlist.source"]]
rails-api;rails-api;[["important", "rail", "api", "merge", "rail"], ["rail", "api", "subset", "normal", "rails", "application", "create", "application", "require_NEG", "functionality_NEG", "complete_NEG", "rails_NEG", "application_NEG", "provide_NEG", "bit", "lightweight", "consequently", "bit", "faster", "normal", "rails", "application", "main", "example", "usage", "api", "application", "usually", "need_NEG", "entire_NEG", "rail_NEG", "middleware_NEG", "stack_NEG", "template_NEG", "generation_NEG"]]
rails;actionpack-action;[["action", "cache", "action", "pack", "remove", "core", "rail"]]
rails;actionpack-page;[["static", "page", "cache", "action", "pack", "remove", "core", "rail"]]
rails;activerecord-session;[["session", "store", "back", "active", "record", "class", "default", "class", "provide", "object", "duck-typing", "active", "record", "session", "class", "text", "session_id", "data", "attribute", "sufficient"]]
rails;activeresource;[["active", "resource", "connect", "business", "object", "representational", "state", "transfer", "rest", "web", "service", "implement", "object-relational", "mapping", "rest", "web", "service", "provide", "transparent", "proxying", "capability", "client", "active", "resource", "restful", "service", "provide", "simply", "restful", "rout", "actioncontroller", "resource"]]
rails;globalid;[["global", "id", "app", "wide", "uri", "uniquely", "identify", "model", "instance"], ["gid", "yourapp", "model", "id"], ["helpful", "need", "single", "identifier", "reference", "different", "class", "object"], ["one", "example", "job", "schedule", "need", "reference", "model", "object", "rather", "serialize", "object", "pass", "global", "id", "use", "locate", "model", "time", "perform", "job", "job", "scheduler", "need_NEG", "know_NEG", "detail_NEG", "model_NEG", "naming_NEG", "id_NEG", "global_NEG", "identifier_NEG", "reference_NEG", "model_NEG"], ["another", "example", "drop-down", "list", "option", "consist", "user", "group", "normally", "would", "need", "come", "ad", "hoc", "scheme", "reference", "global", "id", "universal", "identifier", "work", "object", "class"]]
rails;jbuilder;'[["jbuilder", "give", "simple", "dsl", "declare", "json", "structure", "beat", "manipulate", "giant", "hash", "structure", "particularly", "helpful", "generation", "process", "fraught", "conditionals", "loop", "simple", "example"], ["build", "following", "structure"], ["define", "attribute", "structure", "name", "dynamically", "use", "set", "method"], ["merge", "exist", "hash", "array", "current", "context"], ["top", "level", "array", "handle", "directly", "useful", "index", "collection", "action"], ["also", "extract", "attribute", "array", "directly"], ["make", "plain", "array", "without", "key", "construct", "pas", "standard", "ruby", "array"], ["always_NEG", "need_NEG", "collection_NEG", "build_NEG", "array_NEG"], ["jbuilder", "object", "directly", "nest", "inside", "useful", "compose", "object"], ["either", "use", "jbuilder", "stand-alone", "directly", "actionview", "template", "language", "require", "rail", "create", "view", "la", "show.json.jbuilder", "json", "already", "yield"], ["use", "partial", "well", "following", "render", "file", "view", "comment", "_comments", "json.jbuilder", "set", "local", "variable", "comment", "message''s", "comment", "use", "inside", "partial"], ["also", "possible", "render", "collection", "partial"], ["some_symbol", "use", "partial", "take", "care", "map", "pass", "object", "variable", "partial", "value", "collection", "either", "implicitly", "explicitly", "use", "collection", "option", "value", "collection", "pass", "partial", "variable", "some_symbol", "value", "singular", "object", "object", "pass", "partial", "variable", "some_symbol"], ["sure", "confuse_NEG", "option", "mean", "nesting", "partial", "example"], ["pass", "object", "partial", "template", "without", "local", "option"], ["explicitly", "make", "jbuilder", "object", "return", "null", "want"], ["prevent", "jbuilder", "include", "null", "value", "output", "use", "ignore_nil", "method"]]'
rails;kredis;[["kredis", "key", "redis", "encapsulate", "higher-level", "type", "data", "structure", "around", "single", "key", "interact", "coherent", "object", "rather", "isolated", "procedural", "command", "higher-level", "structure", "configure", "attribute", "within", "active", "model", "active", "record", "use", "declarative", "dsl"], ["kredis", "configure", "use", "env-aware", "yaml", "file", "use", "rails.application", "config_for", "locate", "data", "structure", "separate", "redis", "instance", "reach", "scale", "single", "share", "instance", "longer_NEG", "sufficient_NEG"], ["kredis", "provide", "namespacing", "support", "key", "safely", "run", "parallel", "test", "data", "structure", "without", "different", "test", "trample", "others", "data"]]
rails;rails-dom-testing;[["gem", "responsible", "compare", "html", "doms", "assert", "dom", "element", "present", "rails", "application", "doms", "compare", "via", "assert_dom_equal", "assert_dom_not_equal", "element", "assert", "via", "assert_dom", "assert_dom_encoded", "assert_dom_email", "subset", "dom", "select", "css_select", "gem", "develop", "rail", "work_NEG", "previous_NEG", "version_NEG"]]
rails;rails-html-sanitizer;[["rail", "gem", "responsible", "sanitize", "html", "fragment", "rails", "application", "e", "sanitize", "sanitize_css", "strip_tags", "strip_links", "method"], ["rail", "html", "sanitizer", "intend", "use", "rails", "application", "need", "similar", "functionality", "non", "rail", "apps", "consider", "use", "loofah", "directly", "handle", "sanitization", "hood"]]
rapid7;dap;[["dap", "create", "transform", "text-based", "data", "command-line", "specialize", "transforms", "annoy", "difficult", "exist", "tool"], ["dap", "read", "data", "use", "input", "plugin", "transform", "series", "filter", "print", "use", "output", "plugin", "every", "record", "treat", "document", "aka", "hash", "dict", "filter", "use", "reduce", "expand", "transform", "document", "pass", "think", "dap", "mashup", "sed", "awk", "grep", "csvtool", "jq", "map", "reduce", "capability"], ["dap", "write", "process", "terabyte-sized", "public", "scan", "datasets", "provide", "although", "dap", "particularly_NEG", "fast_NEG", "use_NEG", "across_NEG", "multiple_NEG", "core_NEG", "machine_NEG", "split_NEG", "input_NEG", "source_NEG", "wrap_NEG", "execution_NEG", "gnu_NEG", "parallel_NEG"]]
rapid7;nexpose-client;[["restful", "api", "nexpose", "insightvm", "security", "console", "render", "library", "obsolete", "require", "ruby", "library", "api", "use", "generated", "client", "client", "language", "generate", "swagger", "specification", "note", "generate", "client", "officially_NEG", "support_NEG", "maintain_NEG", "rapid_NEG", "7_NEG"], ["project", "longer_NEG", "active_NEG", "development_NEG", "still_NEG", "maintain_NEG", "rapid_NEG", "7_NEG", "internal_NEG", "testing_NEG", "need_NEG", "pull", "request", "continue", "review", "accept", "new", "version", "publish", "request"], ["official", "gem", "package", "ruby", "nexpose", "api", "client", "library"], ["assistance", "use", "gem", "discuss", "different", "approach", "please", "open", "issue", "share", "discus", "script", "use", "gem", "head", "nexpose", "resource", "project"], ["check", "wiki", "walk-through", "documentation", "submit", "bug", "feature", "request", "issue", "page"], ["gem", "heavily", "use", "internal", "automate", "testing", "nexpose", "product", "provide", "call", "nexpose", "xml", "apis", "version", "json", "api", "also", "include", "number", "helper", "method", "currently_NEG", "expose_NEG", "alternate_NEG", "mean_NEG"], ["since", "version", "nexpose-client", "us", "semantic", "versioning", "allow", "confident", "use", "pessimistic", "operator", "script", "large", "ruby", "project"], ["install", "gem", "rubygems", "gem", "install", "nexpose"]]
rapid7;rex-powershell;[["ruby", "exploitation", "rex", "library", "deal", "powershell", "script", "library", "design", "help", "create", "manipulate", "powershell", "script", "use", "metasploit", "exploit", "port", "metasploit", "framework", "code", "originally", "create", "rageltman", "perfect", "meatball"]]
rapid7;ruby;'[["native", "ruby", "implementation", "smb", "protocol", "family", "currently", "support"], ["rubysmb", "library", "provide", "client-level", "packet-level", "support", "protocol", "user", "parse", "manipulate", "raw", "smb", "packet", "use", "client", "perform", "higher-level", "smb", "operation"], ["see", "wiki", "information", "project''s", "long-term", "goal", "style", "guide", "developer", "tip"]]'
raszi;mrkt;[["gem", "provide", "level", "abstraction", "marketo", "rest", "apis", "please", "note", "gem", "alpha", "quality"]]
readysteady;mailgunner;[["ruby", "client", "mailgun", "api"]]
realdoug;omniauth-salesforce;[["omniauth", "strategy", "salesforce.com"], ["note", "fork", "original", "project", "main", "repository", "omniauth-salesforce", "gem"]]
RecastAI;SDK-ruby;[["recast.ai", "official", "sdk", "ruby"]]
redbooth;departure;[["repository", "archive", "departure", "move", "departurerb", "departure"], ["new", "issue", "pull", "request", "branch", "open", "departurerb", "node", "new", "issue", "pull", "request", "open", "automatically", "reject"]]
redis;hiredis-rb;[["ruby", "extension", "wrap", "hiredis", "synchronous", "connection", "api", "separate", "protocol", "reader", "support", "primarily", "intend", "speed", "parse", "multi", "bulk", "reply"]]
refinery;refinerycms-search;[["simple", "search", "engine", "refinery", "cm", "default", "support", "search", "refinery", "page", "refinery", "blog", "post", "instal", "easily", "configure", "rails", "model"], ["version", "refinerycms-search", "support", "refinery", "x", "rail", "x", "refinery", "x", "rail", "x", "use", "2-1-", "stable", "branch"], ["power", "acts_as_indexed", "refinerycms-acts-as-indexed", "check", "readme", "documentation", "info", "work"], ["cannot", "cannot", "search", "language", "query", "display", "result", "current", "locale"]]
relevance;edn-ruby;[["edn-ruby", "ruby", "library", "read", "write", "edn", "extensible", "data", "notation", "subset", "clojure", "use", "transfer", "data", "application", "much", "like", "json", "yaml", "xml"]]
Renuo;i18n-docs;[["i18n", "doc", "ruby", "gem", "help", "keep", "translation", "store", "google", "doc", "make", "easy", "translator", "project", "member", "coordinate", "change", "update", "addition", "standard", "feature", "google", "doc", "super", "handy", "process", "revision", "tracking", "authorization", "publishing", "etc"], ["although", "use", "google", "doc", "could", "use", "csv", "file"], ["gem", "currently", "use", "test", "rail", "probably", "work", "x", "version", "probably", "2_NEG", "x", "moment"]]
renz45;mandrill;[["inherit", "mandrillmailer", "class", "exist", "rail", "mailer", "send", "transactional", "email", "mandrill", "use", "template-based", "email"]]
reproio;ecs;[["helper", "script", "deployment", "amazon", "ec"], ["main", "purpose", "combination", "capistrano", "api"]]
reproio;wrapbox;[["wrapbox", "run", "ruby", "method", "command", "container", "ecs", "docker"]]
resque;resque-loner;[["resque-loner", "plugin", "defunkt", "resque", "add", "unique", "job", "resque", "one", "job", "payload", "per", "queue"]]
RESTpack;restpack-serializer;[["model", "serialization", "page", "side-loading", "filter"], ["restpack_serializer", "allow", "quickly", "provide", "set", "restful", "endpoint", "application", "implementation", "emerge", "json", "api", "standard"], ["note", "gem", "need", "maintainer"]]
Restream;redmine;[["plugin", "integrate", "elasticsearch", "full-text", "search", "engine", "redmine"], ["elasticsearch", "trademark", "elasticsearch", "bv", "register", "country"]]
ResultadosDigitais;feature;[["partially", "release", "feature"]]
ResultadosDigitais;rdstation-ruby-client;[["rdstation", "ruby", "wrapper", "interact", "rdstation", "api"], ["upgrading", "check", "migration", "guide", "bump", "new", "major", "version"]]
rgrove;sanitize;[["sanitize", "allowlist-based", "html", "css", "sanitizer", "remove", "html", "cs", "string", "except", "element", "attribute", "property", "choose", "allow"], ["use", "simple", "configuration", "syntax", "tell", "sanitize", "allow", "certain", "html", "element", "certain", "attribute", "within", "element", "even", "certain", "url", "protocol", "within", "attribute", "contain", "url", "also", "allow", "specific", "cs", "property", "rule", "url", "protocol", "element", "attribute", "contain", "cs", "html", "cs", "explicitly_NEG", "allow_NEG", "remove_NEG"], ["sanitize", "base", "nokogumbo", "html", "parser", "parse", "html", "exactly", "way", "modern", "browser", "crass", "parse", "cs", "exactly", "way", "modern", "browser", "long", "allowlist", "config", "allow", "safe", "markup", "cs", "even", "malformed", "malicious", "input", "transform", "safe", "output"]]
ridiculous;grape-middleware-logger;[["log", "request", "path", "parameter", "endpoint", "class", "name", "handler", "response", "status", "duration", "request", "exception", "error", "response", "error"]]
riemann;riemann-tools;[["tiny", "program", "submit", "event", "riemann"], ["riemann-health", "example", "submit", "event", "current", "cpu", "load", "memory", "disk", "use", "also", "available", "riemann-bench", "submit", "randomly", "distribute", "metric", "load", "testing"]]
rigrassm;firewalld-cookbook;[["firewalld", "userland", "interface", "dynamically", "manage", "linux", "firewall", "introduce", "fedora", "centos", "rhel"], ["firewalld", "cookbook", "provide", "three", "resource", "add", "remove", "service", "port", "rule"]]
rkrage;pg;[["activerecord", "migration", "model", "helper", "create", "manage", "postgresql", "partition"]]
rmm5t;strip;[["stripattributes", "activemodel", "extension", "automatically", "strip", "attribute", "lead", "trail", "whitespace", "validation", "attribute", "blank", "strip", "value", "nil", "default"], ["work", "add", "before_validation", "hook", "record", "default", "attribute", "strip", "whitespace", "except", "option", "use", "limit", "attribute", "strip", "option", "accept", "single", "attribute", "field", "array", "attribute", "except", "field", "field", "field"], ["also", "possible", "skip", "strip", "attribute", "altogether", "per", "model", "use", "unless", "option"]]
rmodbus;rmodbus;[["rmodbus", "free", "implementation", "modbus", "protocol", "pure", "ruby"]]
rngtng;massive;[["build", "painfree", "sitemaps", "website", "million", "page"], ["massivesitemap", "successor", "project", "bigsitemap", "sitemap", "generator", "website", "million", "page", "implement", "various", "generation", "stategies", "e", "g", "split", "large", "sitemaps", "multiple", "file", "gzip", "file", "minimize", "bandwidth", "usage", "incremental", "update", "api", "similar", "bigsitemap", "set", "line", "code", "compatible", "framework"]]
robdimarco;omniauth;[["omniauth_crowd", "library", "omniauth", "provider", "support", "authentication", "atlassian", "crowd", "rest", "apis"]]
roidrage;lograge;[["lograge", "attempt", "bring", "sanity", "rail", "noisy", "unusable", "unparsable", "context", "run", "multiple", "process", "server", "unreadable", "default", "log", "output", "rail", "default", "approach", "log", "everything", "great", "development", "terrible", "run", "production", "pretty", "much", "render", "rail", "log", "useless"], ["lograge", "work", "progress", "appreciate", "constructive", "feedback", "criticism", "main", "goal", "improve", "rail", "logging", "show", "people", "need_NEG", "stick_NEG", "default_NEG", "anymore_NEG", "want_NEG"], ["instead", "try", "solve", "problem", "multiple", "line", "per", "request", "switch", "rail", "logger", "something", "output", "syslog", "line", "add", "request", "token", "lograge", "replaces", "rail", "request", "logging", "entirely", "reduce", "output", "per", "request", "single", "line", "important", "information", "remove", "clutter", "rail", "like", "include", "get", "mingle", "nicely", "multiple", "process", "dump", "output", "single", "file"], ["instead", "unparsable", "amount", "log", "output", "like"], ["get", "single", "line", "important", "information", "like"], ["second", "line", "easy", "grasp", "single", "glance", "still", "include", "relevant", "information", "simple", "key-value", "pair", "syntax", "heavily", "inspire", "log", "output", "heroku", "router", "include_NEG", "timestamp_NEG", "default_NEG", "instead_NEG", "assume_NEG", "use_NEG", "proper_NEG", "log_NEG", "formatter_NEG", "instead_NEG"]]
roidrage;redis-session-store;'[["simple", "redis-based", "session", "store", "rail", "ask", "redis-store", "redis-store", "one-size-fits-all", "solution", "find", "work_NEG", "properly_NEG", "rail_NEG", "mostly_NEG", "due_NEG", "problem_NEG", "seem_NEG", "lie_NEG", "rack''s_NEG", "abstract_NEG", "id_NEG", "class_NEG", "want", "something", "work", "blatantly", "steal", "code", "rail", "memcachestore", "turn", "redis", "version", "support_NEG", "fancy_NEG", "stuff_NEG", "like_NEG", "distribute_NEG", "storage_NEG", "across_NEG", "several_NEG", "redis_NEG", "instance_NEG", "feel", "free", "add", "see", "fit"], ["library", "offer_NEG", "anything_NEG", "relate_NEG", "caching_NEG", "suitable_NEG", "rails_NEG", "application_NEG", "framework", "drop-in", "support", "caching", "check", "redis-store"]]'
rom-rb;rom;[["ruby", "object", "mapper", "rom-rb", "data", "mapping", "persistence", "toolkit", "ruby", "goal", "provide", "powerful", "object", "mapping", "capability", "without", "limit", "full", "power", "database"], ["main", "rom", "gem", "provide", "following", "component"]]
rspec;rspec-activemodel-mocks;[["rspec", "activemodel", "mock", "provide", "tool", "test", "activemodel", "class"]]
rspec;rspec-collection;[["rspec", "collectionmatchers", "let", "u", "express", "expect", "outcome", "collection", "object", "example"]]
rspec;rspec-dev;[["repository", "anyone", "interested", "contribute", "rspec", "rspec-rails"]]
rspec;rspec-its;[["rspec", "provide", "method", "short-hand", "specify", "expected", "value", "attribute"]]
rtomayko;rack-cache;[["rack", "cache", "suitable", "quick", "drop-in", "component", "enable", "http", "cache", "rack-based", "application", "produce", "freshness", "expires", "cache-control", "validation", "last-modified", "etag", "information"], ["information", "rack", "cache", "feature", "usage", "see"], ["rack", "cache", "overly_NEG", "optimize_NEG", "performance_NEG", "main", "goal", "project", "provide", "portable", "easy-to-configure", "standards-based", "caching", "solution", "small", "medium", "sized", "deployment", "sophisticated", "high-performance", "cache", "system", "e", "g", "varnish", "squid", "httpd", "mod-cache", "may", "appropriate", "large", "deployment", "significant", "throughput", "requirement"]]
rtomayko;replicate;[["repository", "archive", "longer_NEG", "actively_NEG", "maintain_NEG", "@rtomayko_NEG", "2017-11-_NEG", "08_NEG", "issue", "prs", "document", "current", "issue", "intentionally", "left", "open", "informational", "purpose"], ["project", "start", "github", "simplify", "process", "get", "real", "production", "data", "development", "stag", "environment", "use", "replicate", "entire", "repository", "data", "include", "associate", "issue", "pull", "request", "commit", "comment", "etc", "record", "production", "development", "environment", "single", "command", "excessively", "useful", "troubleshoot", "issue", "support", "request", "exception", "report", "well", "establish", "real", "data", "evaluate", "design", "concept"]]
rubocop-hq;rubocop-ast;'[["contain", "class", "need", "rubocop", "deal", "ruby''s", "ast", "particular"], ["gem", "may", "use", "independently", "main", "rubocop", "gem", "extract", "rubocop", "version", "dependency", "parser", "gem", "rubocop-ast", "extends"]]'
rubocop-hq;rubocop-rspec;[["rspec-specific", "analysis", "project", "extension", "rubocop"]]
ruby-amqp;rabbitmq;[["gem", "rabbitmq", "http", "api", "client", "ruby", "support"], ["support", "http", "api", "feature", "future"]]
ruby-debug;ruby-debug-ide;[["ruby-debug-ide", "gem", "provide", "protocol", "establish", "communication", "debugger", "engine", "debase", "ruby-debug-base", "ides", "example", "rubymine", "visual", "studio", "code", "eclipse", "ruby-debug-ide", "redirect", "command", "ide", "debugger", "engine", "return", "answer", "event", "receive", "debugger", "engine", "ide", "learn", "communication", "protocol", "see", "following", "document", "ruby-debug-ide", "protocol"]]
ruby-docx;docx;[["ruby", "library", "gem", "interact", "docx", "file", "currently", "capability", "include", "read", "paragraph", "bookmark", "insert", "text", "bookmark", "read", "table", "row", "column", "cell", "save", "document"]]
ruby-gnome2;ruby-gnome2;[["ruby", "binding", "gnome"], ["set", "binding", "gnome", "x", "x", "library", "use", "ruby"]]
ruby-i18n;ruby-cldr;'[["unicode", "consortium''s", "common", "locale", "data", "repository", "cldr", "contain", "ton", "high-quality", "locale", "data", "formatting", "rule", "date", "time", "number", "currency", "well", "language", "country", "calendar-specific", "name", "etc"], ["localize", "application", "ruby", "obviously", "want", "use", "incredibly", "comprehensive", "well-maintained", "resource"], ["ruby-cldr", "export", "xml-serialized", "cldr", "data", "yaml", "ruby", "file", "consumption", "i18n", "context"]]'
ruby-llvm;ruby-llvm;[["ruby-llvm", "ruby", "language", "binding", "llvm", "compiler", "infrastructure", "library", "llvm", "allow", "user", "create", "just-in-time", "jit", "compiler", "ahead-of-time", "aot", "compiler", "multiple", "architecture", "code", "analyzer", "llvm", "binding", "also", "use", "speed", "ruby", "code", "compile", "load", "computationally", "intensive", "algorithm", "fly"]]
ruby2d;ruby2d;[["ruby", "2d", "gem", "check", "ruby", "2d", "website", "learn", "get", "started", "build", "2d", "apps", "ruby"]]
rubykube;kite;[["kite", "cli", "scaffold", "manage", "devops", "modules", "main", "purpose", "templating", "various", "tool", "devops", "around", "terraform", "bosh", "ansible", "currently", "kite", "support", "modular", "stack", "kite", "module", "aws", "gcp"], ["plan", "add", "community", "stack", "use", "simple", "template", "repository", "structure"]]
RubyMoney;monetize;[["library", "convert", "various", "object", "money", "object"]]
ruby;bigdecimal;[["bigdecimal", "provide", "arbitrary-precision", "decimal", "floating-point", "number", "class"]]
ruby;io-console;[["add", "console", "capability", "io", "instance"]]
ruby;matrix;[["implementation", "matrix", "vector", "class"], ["matrix", "class", "represent", "mathematical", "matrix", "provide", "method", "create", "matrix", "operate", "arithmetically", "algebraically", "determine", "mathematical", "property", "trace", "rank", "inverse", "determinant", "eigensystem", "etc"], ["vector", "class", "represent", "mathematical", "vector", "useful", "right", "also", "constitute", "row", "column", "matrix"]]
ruby;ostruct;'[["openstruct", "data", "structure", "similar", "hash", "allow", "definition", "arbitrary", "attribute", "accompanying", "value", "accomplish", "use", "ruby''s", "metaprogramming", "define", "method", "class"]]'
ruby;rss;[["really", "simple", "syndication", "r", "family", "format", "describe", "feed", "specially", "construct", "xml", "document", "allow", "interested", "person", "subscribe", "receive", "update", "particular", "web", "service", "portion", "standard", "library", "provide", "tool", "read", "create", "feed"], ["standard", "library", "support", "rss", "atom", "related", "format", "link", "standard", "document", "format"]]
ruby;tk;[["tk", "interface", "module", "use", "tcltklib"]]
rweng;pry-rails;[["avoid", "repeat", "use", "pry-rails", "instead", "copy", "initializer", "every", "rail", "project", "small", "gem", "cause", "rail", "console", "open", "pry", "therefore", "depend", "pry"], ["add", "line", "gemfile"], ["bundle", "install", "enjoy", "pry"]]
ryanb;letter;'[["preview", "email", "default", "browser", "instead", "send", "mean", "need_NEG", "set_NEG", "email_NEG", "delivery_NEG", "development_NEG", "environment_NEG", "longer_NEG", "need_NEG", "worry_NEG", "accidentally_NEG", "send_NEG", "test_NEG", "email_NEG", "someone_NEG", "else''s_NEG", "address_NEG"]]'
ryanmelt;qtbindings;[["warning", "project", "longer_NEG", "maintain_NEG", "support", "qt4", "late", "linux", "distribution", "longer_NEG", "include_NEG", "package_NEG", "repos_NEG", "future_NEG", "release_NEG", "change_NEG", "plan_NEG", "would", "like", "take", "please", "fork", "make", "change", "support", "qt5", "qt6", "really", "difficult", "smoke", "library", "use", "project", "work_NEG", "well_NEG", "c_NEG", "11_NEG", "fun", "year", "maintain", "ruby", "community", "point", "would", "recommend", "use", "python", "want", "create", "modern", "desktop", "application", "use", "qt", "personally", "switch", "develop", "web", "apps", "use", "vue"], ["note", "current", "window", "gem", "since", "work", "ruby", "ruby", "use", "ruby", "ruby", "please", "install", "version"], ["project", "provide", "binding", "allow", "qt", "gui", "toolkit", "use", "ruby", "programming", "language", "overall", "repackaging", "subset", "kde", "binding", "ruby", "smoke", "system", "format", "lend", "well", "package", "ruby", "gem"]]
rzane;baby;[["ever", "use", "squeel", "gem", "really", "nice", "way", "build", "complex", "query", "however", "squeel", "monkeypatches", "active", "record", "internals", "aim", "enhance", "exist", "api", "aim", "inclusion", "rail", "however", "inclusion", "never", "happen_NEG", "leave_NEG", "squeel_NEG", "susceptible_NEG", "breakage_NEG", "arbitrary_NEG", "change_NEG", "active_NEG", "record_NEG", "eventually_NEG", "burn_NEG", "maintainer_NEG"], ["babysqueel", "provide", "squeel-like", "query", "dsl", "active", "record", "hopefully", "avoid", "majority", "version", "upgrade", "difficulty", "via", "minimum", "monkeypatching", "heart"]]
sachin87;week-of-month;[["week", "month", "gem", "extend", "date", "time", "class", "useful", "method", "among", "accurately", "display", "day", "week", "form", "calendar", "arrangement", "gem", "also", "provide", "tool", "identify", "week", "month", "particular", "date", "lie"]]
salemove;jaeger-client-ruby;[["project", "actively_NEG", "maintain_NEG", "please", "consider", "use", "opentelemetry"], ["opentracing", "tracer", "implementation", "jaeger", "ruby"]]
salesforce-marketingcloud;FuelSDK-Ruby;[["exacttarget", "fuel", "sdk", "salesforcemarektingcloudsdk", "ruby"]]
salesking;sepa;[["love", "build", "payment", "application", "develop", "dtaus", "library", "ruby", "move", "sepa"]]
salsify;avromatic;[["avromatic", "generates", "ruby", "model", "avro", "schema", "provide", "utility", "encode", "decode"], ["readme", "reflect", "avromatic", "please", "see", "1-0-", "stable", "branch", "avromatic"]]
salsify;goldiloader;[["would", "awesome_NEG", "activerecord_NEG", "make_NEG", "think_NEG", "eager_NEG", "loading_NEG", "right_NEG", "thing_NEG", "default_NEG", "goldiloader"], ["branch", "support", "rail", "5.2+", "ruby", "2.6+", "old", "version", "rail", "ruby", "use", "x-stable", "x-stable", "x-stable"], ["consider", "following", "model"], ["sample", "query", "without", "goldiloader"], ["whoa", "automatically", "load", "post", "five", "blog", "single", "database", "query", "without", "specify", "eager", "load", "goldiloader", "assume", "access", "model", "load", "query", "uniform", "way", "first", "time", "traverse", "association", "model", "eager", "load", "association", "model", "even", "work", "arbitrary", "nesting", "association"], ["read", "motivation", "goldiloader", "blog", "post"]]
samesystem;graphql;[["rail", "style", "structure", "graphql", "api"]]
samg;diffy;[["need", "diffs", "ruby", "app", "diffy", "cover", "provide", "convenient", "way", "generate", "different", "two", "string", "file", "instead", "reimplementing", "lcs", "different", "algorithm", "diffy", "use", "battle", "tested", "unix", "different", "generate", "diffs", "focus", "provide", "convenient", "interface", "get", "way"]]
samg;timetrap;[["timetrap", "simple", "command", "line", "time", "tracker", "write", "ruby", "provide", "easy", "use", "command", "line", "interface", "track", "spend", "time"]]
